,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
X221,6,178,371,947,876,26,382,1359,344,54,40,7985,89,77,695,765,15374,7,35,2,210.0,178,283,386,70,102,2771,261,2134,2.0,12,234,3.0,22,135,396,385,1,609,899,16,X221,303,476,109,206.0,180,399,7198,97,1.0,17255,168
X223,6,64,344,1221,551,109,382,1357,342,54,40,8406,89,169,609,765,15022,7,148,46,209.0,64,295,462,67,857,2107,260,1867,0.0,81,235,3.0,35,173,479,692,2,45,679,27,X223,303,420,162,207.0,210,396,6299,96,1.0,16912,367
X224,6,59,955,982,962,130,490,1618,344,58,40,7876,89,498,575,831,16668,7,2,3,297.0,59,284,402,69,320,3095,269,3039,0.0,28,234,3.0,15,174,608,732,1,582,675,7,X224,303,599,11,752.0,117,402,6134,148,1.0,18554,188
X277,4,66,152,2112,304,127,478,1360,344,61,40,11427,89,466,425,626,18689,7,132,562,257.0,66,336,822,68,317,2559,331,1165,0.0,195,235,0.0,5,222,406,1028,0,624,877,1,X277,303,335,68,8.0,111,405,8690,101,1.0,20630,898
X296,3,96,399,2168,5,428,547,1921,349,65,41,11049,89,745,516,920,21444,7,367,6,454.0,96,300,663,73,509,4229,295,1981,0.0,63,235,0.0,5,526,903,724,0,1311,682,1,X296,303,401,49,525.0,147,413,8840,113,1.0,23358,1112
X298,7,119,609,2390,765,33,547,2113,349,63,41,11026,89,187,964,1113,22539,7,305,3,454.0,119,329,544,72,136,3412,279,3479,0.0,27,236,3.0,50,327,915,1423,2,76,1098,42,X298,303,715,134,964.0,120,411,8998,114,1.0,24480,1454
X321,6,86,491,751,1186,837,328,954,341,50,40,15253,89,5645,771,217,24623,7,46,6,407.0,86,267,266,68,183,2949,254,4630,2.0,8,233,3.0,13,544,1667,218,1,34,226,6,X321,303,1534,337,6.0,237,391,8790,62,1.0,26481,93
X334,3,123,239,1017,414,328,490,1428,341,50,40,7730,89,240,636,639,14826,7,0,26,297.0,123,290,419,67,517,2457,285,2072,2.0,27,234,0.0,4,670,633,606,0,6,578,1,X334,303,728,146,13.0,285,391,5997,171,1.0,16706,206
X343,6,117,340,1446,88,248,490,1618,344,56,40,8412,89,56,607,831,17872,7,2,204,297.0,117,546,635,69,492,3960,533,2320,0.0,12,235,3.0,13,461,794,754,1,58,2244,6,X343,303,872,6,438.0,127,400,6797,88,1.0,20017,418
X369,4,77,120,1946,522,189,394,1164,343,59,40,9618,89,189,407,560,17313,7,0,496,211.0,77,351,775,67,123,2124,337,2383,0.0,6,235,0.0,14,239,682,765,0,48,1121,10,X369,303,1079,10,6.0,94,401,7903,127,1.0,19265,778
X379,5,124,731,602,91,26,547,2122,340,49,40,14556,89,5842,911,1117,22232,7,2,11,456.0,124,334,87,68,519,2091,322,2737,2.0,11,233,3.0,12,300,1434,413,1,30,90,6,X379,303,959,90,6.0,247,389,7560,108,1.0,24155,123
X381,6,69,1246,1535,1453,67,363,1457,344,51,40,14731,89,5565,859,845,25459,8,2,2,247.0,69,338,847,69,548,2894,324,4773,2.0,8,235,3.0,14,580,1890,1404,3,35,105,5,X381,303,884,87,7.0,539,394,7020,95,1.0,27391,296
X385,3,110,402,2468,535,23,393,1279,344,63,40,10534,89,115,448,596,21743,7,112,604,291.0,110,259,646,69,330,5727,245,1624,0.0,175,235,0.0,14,235,372,596,1,860,3646,10,X385,303,588,27,10.0,119,408,8614,73,1.0,23609,1430
X427,6,70,118,884,1040,326,337,2644,346,56,40,8576,89,63,948,824,17376,7,2,6,242.0,70,286,340,72,129,2197,264,3005,1242.0,11,234,3.0,22,229,728,689,1,59,516,15,X427,303,1019,87,11.0,208,402,7484,103,1.0,19264,151
X473,4,99,500,905,1194,118,380,1537,344,55,40,7816,89,65,765,897,16510,7,0,6,258.0,99,370,335,71,111,2791,355,3362,2.0,6,234,0.0,15,209,630,451,1,51,1149,11,X473,303,1048,1,306.0,184,399,7073,102,1.0,18479,177
X495,2,141,209,827,410,120,328,352,341,50,40,6368,89,33,1210,23,11275,10,0,379,0.0,141,508,344,68,44,1967,346,1620,2.0,6,233,0.0,162,170,560,267,0,18,240,160,X495,303,448,46,6.0,196,391,5487,106,1.0,13374,90
X500,2,69,392,968,505,22,335,519,341,52,39,7324,89,79,515,183,12682,7,2,11,0.0,69,463,112,69,97,1877,454,1925,2.0,10,233,4.0,9,125,427,792,1,57,764,7,X500,303,816,69,13.0,163,393,6138,123,1.0,14738,464
X520,6,80,325,1047,1203,28,390,1634,346,56,40,8801,89,66,986,903,17597,7,2,5,338.0,80,303,292,72,105,3046,274,2989,2.0,12,234,3.0,29,354,542,340,1,392,959,22,X520,303,1036,27,10.0,198,402,8136,108,1.0,19502,362
X527,6,92,659,1123,1131,27,355,1402,344,55,39,8005,89,110,853,799,16194,9,2,75,246.0,92,363,476,70,224,2603,337,2968,2.0,188,234,3.0,26,293,508,312,1,79,690,20,X527,303,1094,103,10.0,225,399,6885,105,1.0,18156,255
X547,2,205,453,962,708,778,380,1694,346,56,40,9877,89,498,921,1055,19761,7,2,10,257.0,205,499,347,72,297,4301,344,2722,2.0,10,234,4.0,156,757,783,656,1,462,930,153,X547,303,985,12,10.0,237,402,8266,122,1.0,21862,223
X548,3,137,811,845,534,270,369,1281,343,53,40,9178,89,101,750,708,16892,7,0,4,202.0,137,457,335,70,216,2803,354,2646,2.0,311,234,0.0,103,375,674,920,0,39,559,99,X548,303,1216,448,8.0,214,396,7036,142,1.0,18945,118
X551,4,108,307,1309,326,469,469,1459,346,56,40,8760,89,75,211,663,14842,7,118,76,326.0,108,708,522,71,283,1961,669,1245,2.0,5,234,0.0,39,201,426,465,0,49,605,35,X551,303,292,12,10.0,191,401,7712,131,1.0,17152,395
X600,6,134,327,1070,1027,373,414,1999,344,56,40,10148,89,453,698,1218,18338,7,87,192,366.0,134,464,417,71,254,2759,384,2227,2.0,131,234,97.0,80,86,251,312,1,465,724,73,X600,303,803,292,15.0,130,400,8313,106,1.0,20402,260
X655,6,98,245,1112,1359,235,394,1618,348,59,40,10039,89,456,647,885,17894,7,2,4,338.0,98,303,358,73,263,2533,281,2495,2.0,109,234,98.0,22,91,234,321,1,258,1055,15,X655,303,707,18,13.0,182,407,8653,116,1.0,19803,361
X670,6,77,354,956,844,279,337,2661,345,54,40,8341,89,62,854,840,16863,7,2,10,243.0,77,375,337,70,207,2464,270,2363,1242.0,200,234,17.0,105,139,405,345,1,146,690,98,X670,303,952,98,8.0,153,398,7270,131,1.0,18836,227
X014,3,62,86,2036,190,100,423,1346,342,59,40,8893,89,50,289,636,16512,8,0,23,287.0,62,417,649,67,113,2664,413,1512,0.0,185,235,0.0,4,140,359,517,1,261,1787,1,X014,303,833,42,10.0,120,401,7730,234,1.0,18530,994
X036,4,155,161,1943,347,23,440,1319,343,59,40,8838,89,61,222,672,15515,8,95,514,207.0,155,471,706,67,122,1715,365,1545,0.0,24,235,0.0,106,113,317,404,1,254,846,102,X036,303,714,83,9.0,158,402,7339,291,1.0,17588,845
X048,4,72,23,2285,538,107,469,1477,344,61,40,9409,89,162,241,751,17267,8,0,261,257.0,72,403,829,68,100,2676,298,1348,0.0,121,235,0.0,105,130,240,726,0,398,1776,101,X048,303,464,30,10.0,96,405,7929,79,1.0,19275,1064
X062,3,76,123,2175,253,314,336,1171,344,61,40,9493,89,477,306,556,16192,8,0,353,278.0,76,257,614,68,306,2048,238,1228,0.0,150,235,0.0,19,124,293,758,0,379,803,16,X062,303,545,47,8.0,129,404,7331,71,1.0,18054,1169
X069,2,107,141,1851,323,339,395,1860,343,59,40,8587,89,184,237,818,16578,8,63,331,258.0,107,292,744,68,163,2891,288,1283,389.0,187,235,0.0,4,569,370,681,0,586,956,1,X069,303,482,40,7.0,101,402,6933,68,1.0,18471,715
X071,6,98,169,1379,475,171,387,1051,340,53,39,7989,89,44,235,532,13779,8,2,120,132.0,98,364,521,66,344,1871,345,1390,0.0,12,234,3.0,19,48,167,540,1,341,905,12,X071,303,614,80,10.0,124,394,6776,71,1.0,15737,466
X072,4,142,58,2635,529,43,384,1192,343,60,40,9295,89,434,231,561,18210,8,0,530,247.0,142,332,911,68,153,3276,295,1671,0.0,6,235,0.0,37,89,236,418,0,393,2462,33,X072,303,645,78,140.0,119,402,7496,179,1.0,20144,1332
X075,6,67,208,1912,855,455,401,1548,346,62,41,11107,89,612,460,921,19722,8,2,327,226.0,67,360,853,69,234,3078,348,2010,0.0,12,235,3.0,12,159,339,739,1,599,1196,5,X075,303,697,257,12.0,108,408,8853,70,1.0,21690,667
X093,6,98,120,2773,887,79,409,1717,343,61,40,12675,89,452,666,1032,23295,8,2,982,276.0,98,306,802,68,103,3763,277,2269,0.0,307,235,3.0,29,318,549,516,1,898,1680,22,X093,303,714,81,12.0,108,404,10145,89,1.0,25205,1579
X100,7,64,133,1996,540,26,352,1338,345,62,40,9298,89,54,305,774,16724,8,2,343,212.0,64,460,683,69,80,2093,312,1934,0.0,166,235,3.0,148,125,304,504,1,152,1350,140,X100,303,804,22,149.0,136,406,7942,185,1.0,18790,921
X101,6,73,289,1457,749,97,397,1371,338,48,40,6647,89,37,173,751,12605,8,47,1,224.0,73,298,477,64,114,1033,284,2023,0.0,12,234,3.0,14,192,458,473,1,24,210,7,X101,303,686,17,6.0,123,386,5896,93,1.0,14489,587
X107,3,90,205,2218,571,22,419,1513,343,59,40,9533,89,54,360,843,18157,8,0,304,251.0,90,332,662,68,107,3014,290,1789,0.0,247,235,0.0,41,194,371,542,1,647,1586,38,X107,303,564,26,162.0,121,402,8168,85,1.0,20090,1164
X119,3,70,37,1488,381,136,367,1171,341,56,40,8326,89,89,248,609,13772,8,0,155,194.0,70,294,643,66,213,1336,289,1381,0.0,133,235,0.0,5,146,245,540,1,350,418,1,X119,303,647,23,8.0,101,397,7030,143,1.0,15663,453
X123,4,132,155,1691,291,466,394,1278,344,57,40,9849,89,72,364,663,17182,8,120,193,221.0,132,316,594,69,396,2583,287,1648,0.0,221,235,0.0,28,157,424,534,0,337,983,24,X123,303,599,77,226.0,109,401,8282,74,1.0,19098,705
X125,7,84,213,1888,759,180,392,1407,345,57,40,9704,89,486,423,806,17502,8,34,221,209.0,84,333,613,69,139,2424,301,1996,0.0,148,235,3.0,31,174,330,772,1,260,1138,24,X125,303,604,82,170.0,133,402,7780,74,1.0,19436,883
X130,7,90,86,2603,378,358,410,1564,345,61,41,10491,89,466,491,903,19305,8,2,457,252.0,90,353,1051,69,199,2630,313,1927,0.0,6,236,3.0,39,132,394,843,1,380,1180,32,X130,303,811,52,224.0,120,406,8352,113,1.0,21264,1160
X131,7,93,173,1513,833,121,452,1526,344,57,40,8663,89,62,617,781,15893,8,80,116,294.0,93,374,644,69,142,2319,299,1780,0.0,124,235,3.0,74,114,268,379,1,427,786,67,X131,303,493,129,49.0,137,400,7632,76,1.0,17867,477
X138,7,72,180,1999,434,276,379,1362,342,58,40,7600,89,52,369,796,14955,8,2,251,188.0,72,467,731,67,137,2420,304,1501,0.0,12,235,3.0,163,127,253,614,1,337,1128,156,X138,303,409,68,239.0,166,399,6201,262,1.0,17022,876
X140,2,68,317,1956,554,151,363,1262,341,57,40,9226,89,55,600,652,16948,8,0,212,247.0,68,291,831,66,112,2601,286,1836,0.0,6,235,0.0,5,148,366,622,1,322,1063,2,X140,303,774,44,6.0,137,398,8106,68,1.0,18837,732
X146,3,64,101,1972,354,109,357,1361,343,58,40,9594,89,150,404,745,16346,8,0,687,258.0,64,492,806,67,209,1778,474,1576,0.0,6,235,0.0,18,173,444,760,1,37,954,15,X146,303,643,38,6.0,129,401,7556,188,1.0,18440,774
X152,3,90,59,1619,545,235,491,1419,343,58,40,9606,89,433,471,665,16589,8,0,374,263.0,90,305,704,67,164,2425,293,1429,0.0,7,235,0.0,12,91,236,690,1,365,1204,8,X152,303,521,41,21.0,106,401,7812,86,1.0,18495,523
X182,3,66,65,1903,322,95,423,1129,341,56,40,7648,89,39,199,497,13304,8,0,292,209.0,66,386,615,66,94,1355,288,1202,0.0,6,235,0.0,98,87,240,270,0,338,572,94,X182,303,357,28,122.0,160,397,6847,71,1.0,15287,896
X269,4,116,190,1972,495,199,328,1124,341,55,39,9302,89,46,308,22,16150,8,0,3,644.0,116,364,584,67,98,2024,358,1611,131.0,9,235,0.0,6,404,749,501,0,54,868,2,X269,303,214,16,11.0,142,397,8555,74,1.0,18111,995
X282,8,129,315,967,21,133,395,1419,339,49,39,6934,89,56,566,736,12762,8,0,61,286.0,129,305,379,67,216,1741,281,1572,2.0,6,233,10.0,24,253,789,435,1,388,86,16,X282,303,588,254,3.0,170,388,5782,115,1.0,14654,196
X293,6,161,605,825,718,273,354,1040,343,55,40,6898,89,96,672,507,13555,8,152,2,176.0,161,278,237,70,234,2263,262,2369,2.0,12,233,3.0,16,203,494,725,1,56,302,9,X293,303,784,81,11.0,362,398,5611,135,1.0,15431,195
X295,5,89,626,936,700,74,334,1062,344,56,40,8985,89,434,826,509,15888,8,0,128,217.0,89,328,396,71,280,2504,269,2312,2.0,13,234,105.0,60,86,459,488,1,58,835,54,X295,303,1015,134,11.0,127,400,7264,140,1.0,17816,148
X301,3,63,545,1912,1084,154,437,2045,347,60,41,10578,89,273,899,1192,20231,8,246,339,415.0,63,422,935,71,190,3382,397,2252,0.0,1,235,0.0,24,257,655,1473,1,539,741,21,X301,303,294,166,11.0,208,407,8054,82,1.0,22260,584
X302,7,112,704,1830,941,307,439,1745,346,60,40,9041,89,534,860,909,19724,8,90,204,397.0,112,322,685,70,117,4353,307,2644,0.0,164,235,3.0,15,135,318,646,1,390,1867,7,X302,303,645,98,609.0,131,405,7139,137,1.0,21651,752
X304,4,111,151,2760,311,188,397,1179,340,57,39,7656,89,41,241,558,16600,8,0,425,224.0,111,293,645,66,126,3504,289,1391,0.0,6,234,0.0,5,158,407,386,0,949,1817,1,X304,303,453,36,9.0,211,396,6559,77,1.0,18490,1723
X305,6,124,374,964,677,463,334,1273,346,59,40,9100,89,79,620,720,16220,8,177,5,217.0,124,720,405,72,240,2302,519,2456,2.0,12,234,3.0,201,204,571,700,1,71,393,193,X305,303,828,135,261.0,118,405,7748,179,1.0,18544,167
X312,5,103,298,1079,654,22,334,1079,344,55,40,6935,89,437,421,527,13826,8,0,127,217.0,103,315,399,71,61,1473,266,3157,2.0,14,234,0.0,49,147,479,817,1,50,535,43,X312,303,1095,90,658.0,270,399,5278,109,1.0,15741,287
X332,6,83,330,866,556,180,384,1324,343,52,40,7381,89,72,673,807,14311,8,2,2,133.0,83,270,341,69,312,1668,257,2988,2.0,11,234,3.0,13,322,703,381,1,40,121,6,X332,303,1292,74,269.0,168,396,6363,163,1.0,16177,133
X333,4,140,201,2348,356,121,412,1418,342,58,40,9470,89,39,426,791,17894,8,0,395,215.0,140,373,742,67,74,2687,295,1831,0.0,216,235,0.0,79,252,423,1072,0,675,1012,75,X333,303,805,24,8.0,239,400,7536,114,1.0,19867,1213
X335,4,185,210,2736,763,21,412,1418,346,64,40,9019,89,572,29,791,16831,8,0,266,215.0,185,357,765,70,107,1211,304,2262,0.0,21,236,0.0,53,350,977,668,0,66,536,49,X335,303,403,49,12.0,106,410,7248,88,1.0,18798,1578
X337,3,228,333,2283,5,26,394,1278,344,58,40,8921,89,82,349,663,16893,8,0,333,221.0,228,297,631,70,206,1491,283,2692,0.0,7,235,0.0,14,234,746,570,2,72,476,9,X337,303,684,26,1058.0,199,403,7626,71,1.0,18794,1260
X366,4,90,105,2178,424,629,524,1605,341,57,39,8989,89,125,478,745,20111,8,0,267,335.0,90,367,699,68,102,5334,362,1916,0.0,3,234,0.0,6,171,549,554,0,65,3885,1,X366,303,419,49,393.0,132,398,7816,73,1.0,22077,1087
X367,5,108,786,2310,934,213,395,1417,344,58,40,9249,89,262,521,735,19373,8,0,564,286.0,108,294,574,69,318,3752,272,2536,0.0,11,234,0.0,23,762,670,929,1,68,1403,17,X367,303,509,125,176.0,246,401,6843,197,1.0,21268,1344
X371,7,93,298,1414,541,27,525,1797,343,56,40,8701,89,51,290,938,16949,8,2,6,335.0,93,317,590,68,203,2931,299,2012,0.0,11,235,3.0,18,214,546,490,1,1155,946,10,X371,303,776,17,14.0,135,399,7756,163,1.0,18865,432
X375,7,172,879,1416,326,239,395,1610,343,55,40,8251,89,158,303,929,17198,8,2,4,286.0,172,330,675,68,355,3239,297,2510,0.0,8,235,3.0,33,100,486,748,1,509,1207,25,X375,303,1032,181,219.0,447,398,6498,296,1.0,19125,348
X376,5,102,237,1545,891,20,334,884,342,56,40,8596,89,49,447,333,15071,8,0,2,217.0,102,308,412,68,143,1290,269,2654,0.0,11,234,0.0,40,249,744,395,1,60,277,34,X376,303,878,32,10.0,131,398,7860,103,1.0,16977,741
X377,6,114,478,934,869,48,334,1323,344,53,40,14170,89,4524,756,770,21966,8,2,1,217.0,114,375,395,70,554,2606,327,2820,2.0,12,234,3.0,48,263,1150,1067,2,43,1015,40,X377,303,587,250,25.0,188,396,7652,107,1.0,23936,146
X405,5,93,252,908,401,66,354,849,344,55,40,6967,89,437,692,316,11994,8,17,8,177.0,93,335,264,71,63,1706,268,1470,2.0,96,233,26.0,67,67,73,309,1,181,431,62,X405,303,755,137,10.0,231,399,5773,117,1.0,13928,252
X424,4,62,184,2188,759,146,502,1524,347,62,40,10952,89,350,543,707,19534,8,172,385,315.0,62,303,1017,71,87,2182,297,2625,0.0,13,235,0.0,6,165,572,406,0,125,847,1,X424,303,499,176,596.0,198,409,9463,73,1.0,21446,778
X448,3,64,235,1985,1129,27,452,1334,340,55,39,7384,89,74,74,588,15681,8,0,457,294.0,64,288,622,67,709,606,278,4309,0.0,119,235,0.0,10,9,1474,299,6,70,191,1,X448,303,1155,11,42.0,510,396,5651,64,1.0,17564,970
X452,4,157,134,874,1082,152,334,1070,344,57,40,9880,97,511,922,518,18909,8,0,3,217.0,157,402,270,72,314,3582,357,3344,2.0,7,233,0.0,45,259,711,654,2,1933,182,39,X452,303,1340,104,9.0,201,401,8187,101,1.0,20912,205
X467,2,52,293,2539,37,23,525,1765,343,57,40,10437,89,103,1745,905,23722,8,2,662,335.0,52,355,588,69,1464,4917,346,4012,0.0,59,235,4.0,9,19,2706,257,1,83,2752,6,X467,303,1161,11,12.0,97,400,7426,451,1.0,25677,1559
X519,5,78,305,843,800,422,328,2589,343,54,40,8155,89,59,556,247,16118,8,80,21,252.0,78,275,285,70,238,2225,266,2227,1762.0,105,233,0.0,9,266,569,358,1,49,547,3,X519,303,728,212,9.0,122,397,7037,125,1.0,17990,165
X530,6,78,247,710,463,550,384,1324,345,56,40,8513,89,625,1062,807,16484,8,2,5,133.0,78,415,153,71,439,3385,401,2473,2.0,12,233,3.0,14,162,546,741,1,56,1306,8,X530,303,1058,76,233.0,172,400,6514,99,1.0,18499,165
X540,6,81,503,850,460,377,334,1276,346,58,40,10490,89,479,507,723,17340,8,2,5,217.0,81,388,223,73,158,2303,338,2340,2.0,12,234,141.0,49,219,633,350,1,69,625,42,X540,303,1085,124,12.0,151,405,9111,109,1.0,19332,235
X560,2,145,340,809,898,273,328,2765,344,52,40,8086,90,47,1077,424,17351,8,78,466,251.0,145,882,281,70,135,2496,494,3050,1762.0,186,234,4.0,387,358,652,820,1,46,324,385,X560,303,1268,158,6.0,226,395,6156,113,1.0,19828,135
X650,6,125,233,874,997,247,348,1403,347,57,41,9263,89,449,780,833,16408,8,56,160,221.0,125,482,274,72,113,2451,338,2291,2.0,107,234,3.0,143,119,196,365,1,467,548,137,X650,303,782,152,107.0,209,404,7786,128,1.0,18493,208
X002,7,100,493,4620,1125,59,389,1618,359,77,43,18600,89,70,1070,870,37377,9,461,2096,359.0,100,335,732,79,198,7619,321,4820,0.0,18,237,3.0,14,445,1412,1381,1,1596,3495,7,X002,303,2076,103,19.0,188,436,14652,80,1.0,39348,3496
X004,3,229,698,3104,855,226,438,12563,347,59,41,15282,89,485,521,1031,37899,9,0,698,11093.0,229,248,852,70,256,4023,243,2698,0.0,258,236,6.0,5,194,487,1643,0,979,1405,2,X004,303,612,115,634.0,110,405,11751,72,1.0,39752,1860
X011,6,97,367,1939,764,26,392,2045,342,58,40,9018,89,74,452,1322,17884,9,2,144,331.0,97,300,879,67,316,2691,287,2093,0.0,171,235,3.0,12,170,304,831,1,178,1496,6,X011,303,796,92,8.0,221,400,7244,143,1.0,19784,667
X022,2,83,219,1494,476,315,417,1311,341,55,40,9703,89,471,914,658,16794,9,103,165,236.0,83,365,636,67,384,2585,348,1619,0.0,151,234,4.0,17,170,326,1063,1,429,434,15,X022,303,491,156,169.0,158,396,7240,68,1.0,18755,465
X028,2,124,130,1879,640,20,368,1213,343,59,40,10198,89,143,248,608,17025,9,18,535,237.0,124,319,702,67,122,1756,297,1856,0.0,145,235,0.0,21,115,278,1376,1,449,774,18,X028,303,789,58,25.0,123,403,7631,189,1.0,18946,784
X035,2,110,517,1328,442,97,421,1070,344,58,41,8678,89,49,196,513,13963,9,0,460,136.0,110,276,793,68,215,1373,245,1405,0.0,0,236,6.0,31,133,312,411,0,41,389,29,X035,303,506,41,12.0,134,402,7392,105,1.0,15841,142
X042,6,57,232,2476,120,162,370,1554,345,62,40,10999,89,74,682,982,20168,9,2,599,202.0,57,429,960,69,133,3323,397,1759,0.0,11,236,3.0,32,156,411,1103,1,572,1518,24,X042,303,914,95,160.0,154,406,8896,85,1.0,22203,1123
X053,6,92,273,1409,464,206,337,1076,342,57,40,8650,89,73,331,580,14418,9,2,459,159.0,92,369,682,66,165,1682,348,1508,0.0,11,235,3.0,21,57,179,534,1,262,552,15,X053,303,728,59,7.0,130,399,7228,119,1.0,16385,334
X055,6,83,159,2475,874,374,472,1490,344,60,40,10249,89,453,354,766,19809,9,244,272,252.0,83,330,818,68,92,3183,290,2327,0.0,19,235,3.0,40,135,314,924,1,447,1471,33,X055,303,857,81,142.0,141,404,8263,143,1.0,21743,1265
X058,3,68,170,3748,609,97,412,1295,345,64,40,9885,89,172,439,676,20123,9,148,568,207.0,68,318,809,70,238,2994,302,2134,0.0,214,235,0.0,16,148,386,603,0,313,1678,13,X058,303,1027,64,11.0,100,409,7956,70,1.0,22050,2546
X063,6,98,167,1745,668,195,389,1619,343,60,40,10384,89,159,542,870,18492,9,2,353,359.0,98,319,837,68,146,2510,290,2136,0.0,38,235,3.0,30,319,393,744,1,613,672,23,X063,303,918,55,10.0,147,404,8785,101,1.0,20415,516
X064,6,88,136,2050,684,203,375,1305,344,62,41,11102,89,513,374,717,18901,9,2,120,212.0,88,316,1068,68,63,2416,295,1940,0.0,136,235,3.0,21,123,279,1284,1,398,1179,15,X064,303,637,135,160.0,181,406,8737,111,1.0,20823,590
X070,6,91,123,1455,478,115,375,1273,342,57,40,9393,89,450,468,662,15397,9,2,458,236.0,91,315,700,66,229,1610,284,1575,0.0,95,235,3.0,31,68,173,1034,1,264,570,25,X070,303,660,61,83.0,180,399,6921,142,1.0,17311,363
X073,6,94,47,1986,577,79,414,1651,343,58,40,9932,89,477,460,879,17308,9,76,311,358.0,94,298,796,67,107,1744,285,1900,0.0,171,235,3.0,13,157,258,1149,1,385,541,6,X073,351,691,135,248.0,126,401,7487,92,1.0,19207,750
X088,2,67,365,2154,546,20,455,1000,344,60,41,12201,89,145,303,382,19464,9,0,279,163.0,67,266,764,68,197,1919,249,2122,0.0,458,236,6.0,16,212,705,1710,0,50,969,14,X088,418,640,63,105.0,127,403,9274,68,1.0,21333,882
X090,6,234,369,1650,936,51,434,1273,342,61,40,9498,89,62,535,668,18722,9,170,228,171.0,234,373,723,66,312,3430,301,2636,0.0,23,236,3.0,71,237,445,888,1,540,1529,65,X090,303,1103,116,6.0,146,403,7791,77,1.0,20698,534
X109,2,115,183,1606,684,93,388,1340,343,59,40,8801,89,120,198,686,15419,9,0,530,265.0,115,257,757,67,307,1669,249,1888,0.0,160,235,6.0,9,125,293,424,1,409,662,6,X109,303,774,60,14.0,123,402,6916,279,1.0,17279,457
X110,3,72,165,3171,890,20,374,1267,344,61,40,10186,89,54,641,688,22344,9,162,565,205.0,72,254,802,69,167,5176,243,2473,0.0,33,235,0.0,11,268,517,609,0,868,3051,8,X110,383,899,84,9.0,159,405,8495,180,1.0,24203,1897
X114,2,89,202,2103,414,25,371,1150,344,60,40,10122,89,499,330,558,17222,9,0,288,220.0,89,258,795,68,150,1819,251,1940,0.0,138,235,6.0,7,392,285,887,0,51,818,4,X114,322,1101,41,13.0,127,404,8000,114,1.0,19084,896
X117,2,60,205,1857,498,220,360,1549,344,57,40,10460,89,450,410,848,18254,9,103,317,341.0,60,368,699,68,228,2178,353,2150,0.0,151,235,4.0,15,113,288,1211,1,310,818,12,X117,303,654,141,587.0,123,401,7888,68,1.0,20222,766
X126,6,86,226,2301,737,171,346,1520,344,60,41,9687,89,53,776,917,18554,9,99,554,257.0,86,315,937,68,64,2854,289,2106,0.0,162,235,3.0,25,116,301,1144,1,490,976,19,X126,303,906,54,42.0,120,404,7580,73,1.0,20473,972
X128,2,80,286,1748,513,20,472,1263,342,52,40,7439,89,54,446,539,13859,9,0,4,252.0,80,234,800,66,299,1128,230,2200,0.0,6,235,6.0,4,240,706,1183,0,45,92,1,X128,303,418,20,286.0,278,394,5794,72,1.0,15686,556
X132,3,86,156,3433,876,221,406,1596,347,66,41,11993,89,474,715,881,25883,9,0,603,309.0,86,312,764,71,147,5867,306,2908,0.0,229,236,0.0,6,150,369,701,0,832,3792,3,X132,303,1206,102,342.0,115,413,9648,90,1.0,27809,2276
X145,3,147,253,2286,367,182,410,1166,343,58,40,10803,89,568,637,514,19719,9,139,290,243.0,147,258,441,69,230,3575,242,1742,0.0,93,234,6.0,16,153,482,1070,1,691,1520,13,X145,303,669,255,81.0,142,401,8195,96,1.0,21578,1453
X163,3,109,187,2012,413,26,369,1274,344,60,41,9399,89,48,381,610,16725,9,27,406,295.0,109,485,794,68,70,2084,413,1847,0.0,7,236,0.0,73,233,340,697,0,526,704,70,X163,303,539,5,6.0,549,404,7867,299,1.0,18814,826
X166,3,151,255,1614,1615,432,592,1336,353,65,43,11823,89,471,952,520,22844,9,238,534,224.0,151,336,479,74,123,4076,255,3844,0.0,4,236,6.0,80,186,519,1106,0,806,1209,77,X166,303,1268,152,246.0,196,418,9275,153,1.0,24798,743
X170,2,121,393,1602,5,26,384,2130,342,58,41,10118,89,127,24,1249,18095,9,0,467,498.0,121,303,509,67,236,2030,292,2095,0.0,7,235,0.0,12,333,892,1237,0,36,1218,9,X170,303,1081,48,4.0,112,401,7926,71,1.0,19999,700
