,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
X125,88,224,1772,853,67,327,1185,388,86,9765,65,506,388,623,17104,8,0,179,234,88,333,659,88,239,2125,289,2168,0.0,202,266,2,44,261,345,220,0,196,990,43,X125,307,593,138,245,132,473,8179,100,1.0,19055,740
X130,97,192,2286,388,479,578,1957,388,90,10291,65,701,585,1052,19750,8,0,388,327,97,625,1068,88,124,3489,347,1630,0.0,253,266,2,278,154,441,1047,0,429,1649,278,X130,307,696,41,7,97,478,7669,65,1.0,21998,846
X131,103,147,1685,840,162,238,1055,387,84,9587,65,503,513,510,16703,8,96,175,306,103,336,736,88,251,2526,292,1747,0.0,19,265,2,44,119,269,454,0,428,1062,44,X131,307,466,112,49,123,471,8014,57,1.0,18655,577
X138,106,196,1883,404,342,329,1125,385,86,8795,65,520,210,624,15895,8,0,371,172,106,305,621,87,44,2532,279,1454,0.0,19,265,2,26,93,246,583,0,158,1532,25,X138,307,415,40,264,124,471,6985,231,1.0,17816,890
X140,96,210,1772,580,417,326,1012,386,85,9953,65,546,301,535,17044,8,0,349,151,96,400,811,87,44,2646,381,1563,0.0,18,265,2,19,123,354,557,1,321,1274,17,X140,307,517,32,6,106,471,8350,54,1.0,19059,588
X146,94,160,1505,577,39,210,1138,385,84,8762,65,104,313,659,14872,8,0,465,269,94,360,799,86,332,1669,273,1705,0.0,18,265,2,87,173,444,897,0,397,587,87,X146,307,559,26,5,119,469,6684,234,1.0,16846,333
X152,100,130,1465,571,236,397,1360,385,86,9248,65,512,464,644,16422,8,0,318,319,100,320,656,86,99,2917,302,1334,0.0,134,265,2,17,86,225,558,0,340,1662,17,X152,307,432,32,20,85,471,7442,150,1.0,18358,436
X182,100,107,1889,381,62,427,1204,384,83,8671,65,135,177,507,14586,8,0,265,270,100,314,607,86,185,1594,296,1128,0.0,159,265,2,18,84,248,165,0,371,791,18,X182,307,383,28,6,110,467,7677,56,1.0,16511,909
X269,114,309,1502,863,353,157,871,387,81,7426,65,49,461,50,13907,8,0,193,595,114,399,620,88,97,2358,373,1636,69.0,50,265,2,26,245,464,239,0,413,578,26,X269,307,144,29,6,158,468,6674,94,1.0,15918,509
X282,112,504,1013,421,175,316,1206,384,78,7726,65,48,535,612,13726,8,0,5,272,112,285,256,86,201,2020,267,1649,6.0,16,264,2,18,198,632,296,0,32,575,17,X282,307,332,314,15,248,462,6766,77,1.0,15617,385
X293,105,378,931,751,271,242,869,386,82,7583,65,591,743,373,13932,8,1,5,248,105,331,341,88,50,2061,306,2383,6.0,19,264,2,25,140,495,565,0,38,490,25,X293,307,735,52,9,393,468,6190,109,1.0,15875,217
X295,109,321,1050,808,276,243,565,388,86,9623,65,505,941,80,16215,8,0,64,236,109,294,542,90,117,2733,276,2134,6.0,19,265,115,18,160,506,449,0,41,994,18,X295,307,691,198,10,119,475,8084,73,1.0,18128,136
X301,104,364,1558,1136,189,354,2014,388,86,11301,65,511,545,1110,20035,8,260,329,551,104,419,631,89,68,2528,378,2529,0.0,13,266,2,41,236,659,1157,1,399,535,40,X301,307,556,135,8,170,474,8992,95,1.0,22073,555
X302,116,309,1627,738,249,223,1553,394,97,10327,65,708,838,702,19948,8,124,322,627,116,525,593,93,337,3942,306,2383,0.0,198,267,2,220,136,337,801,0,468,1817,220,X302,307,836,100,363,110,491,7683,178,1.0,22109,661
X304,139,89,2753,361,187,276,1116,372,67,7958,65,51,293,600,17128,8,0,160,240,139,319,538,77,38,3831,301,1331,0.0,19,261,2,17,156,416,367,0,975,2130,17,X304,307,469,33,6,79,438,7235,54,0.0,19029,1843
X305,137,330,1112,954,535,242,564,390,89,10537,65,547,392,80,18058,8,234,5,236,137,393,533,91,143,2738,371,2970,6.0,18,266,2,22,204,599,733,0,48,996,22,X305,307,945,188,290,182,479,8812,89,1.0,20075,206
X312,110,486,1198,730,173,242,564,387,84,7178,65,525,719,80,14325,8,0,5,236,110,451,522,89,204,2482,400,2792,6.0,19,264,2,50,161,486,225,0,38,905,50,X312,307,950,126,488,139,471,6003,69,1.0,16392,303
X332,147,512,891,1039,905,966,1845,387,84,7568,65,53,460,619,15733,8,0,4,255,147,419,277,89,329,2334,252,2947,6.0,15,265,2,167,245,692,483,2,34,178,165,X332,307,725,170,306,185,471,6422,91,1.0,17768,241
X333,93,99,2150,431,239,1116,2330,389,92,10629,65,92,556,752,20778,8,0,496,462,93,295,718,89,139,3635,268,1941,0.0,219,266,2,28,183,456,1343,0,706,1853,27,X333,307,712,19,254,87,481,8264,54,1.0,22700,1059
X335,101,151,2014,915,32,1116,2330,392,95,10838,65,516,47,752,20145,8,0,292,462,101,323,720,91,125,1901,305,2962,0.0,25,267,2,17,302,1064,812,0,28,1341,17,X335,307,870,36,6,107,488,8980,49,1.0,22100,921
X337,165,162,1880,44,89,480,1516,387,86,9544,65,534,472,794,17956,8,0,356,242,165,303,638,88,51,2421,278,2431,0.0,19,265,2,25,292,784,546,0,43,1363,25,X337,307,619,24,781,202,473,7958,55,1.0,19877,869
X366,172,186,2329,690,985,501,1774,395,98,11052,65,133,503,825,27417,8,344,675,448,172,480,523,94,193,9240,400,2850,0.0,31,267,2,79,276,854,303,0,403,6542,79,X366,307,1114,139,13,179,493,9517,60,1.0,29534,1434
X367,106,255,1764,754,266,316,1206,391,88,9528,65,583,525,612,17580,8,0,320,272,106,304,525,91,72,3136,273,1841,6.0,18,266,2,31,400,469,566,0,426,1263,31,X367,307,312,99,204,102,480,7728,141,1.0,19508,866
X371,107,269,1331,665,563,501,1774,387,84,10769,65,511,421,825,21221,8,0,7,448,107,323,431,87,290,4717,290,2523,0.0,20,266,2,32,251,730,693,0,1369,1844,32,X371,307,971,5,8,149,470,9048,193,1.0,23158,528
X375,160,979,1901,1119,224,315,1196,395,97,9834,65,602,447,610,20425,8,0,8,271,160,386,604,94,283,3443,301,3891,0.0,13,268,2,85,191,629,208,0,44,1558,84,X375,307,1683,120,319,140,492,8510,88,1.0,22447,924
X376,106,321,1387,803,28,242,564,390,88,8918,65,509,385,80,15562,8,0,6,236,106,335,522,91,185,2185,276,2402,6.0,18,265,2,58,171,499,291,0,120,1159,58,X376,307,984,42,11,107,478,7747,117,1.0,17519,493
X377,78,555,986,829,638,242,564,384,74,9834,65,716,708,80,16656,8,0,5,236,78,347,507,85,180,2104,318,3090,6.0,17,265,2,30,13,1188,508,3,15,175,27,X377,307,808,244,2,262,458,8094,68,1.0,18606,106
X405,116,426,935,600,158,242,869,387,84,8224,65,572,836,373,14151,8,24,9,248,116,336,290,89,118,2298,273,1709,6.0,83,264,67,63,60,76,317,0,183,612,63,X405,307,883,102,10,140,471,6838,119,1.0,16102,273
X424,105,98,2186,453,496,252,1114,392,92,11464,65,898,652,611,20375,8,0,12,251,105,450,1115,91,111,3383,302,2122,0.0,19,267,2,148,164,623,197,0,389,1584,147,X424,307,535,110,408,103,484,10061,55,1.0,22453,698
X432,159,1201,1169,44,932,242,564,388,83,10832,65,362,880,80,18735,8,0,3,236,159,286,581,89,1345,3538,261,2473,6.0,15,266,2,25,192,1397,557,0,21,311,25,X432,307,37,95,577,417,471,8106,347,1.0,20637,216
X448,191,295,1884,494,127,238,1055,390,88,9723,65,67,732,510,17190,8,0,490,306,191,278,734,90,186,1866,255,2471,0.0,15,266,2,24,242,664,635,4,38,431,20,X448,307,569,66,584,160,478,8024,240,1.0,19090,777
X452,202,328,757,610,415,242,564,388,85,9069,65,64,271,80,16379,8,0,4,236,202,495,187,90,157,3049,403,2739,6.0,20,265,2,91,266,754,410,0,1483,285,91,X452,307,1226,183,10,138,474,8139,90,1.0,18492,197
X467,113,235,1752,44,22,501,1774,384,81,9188,65,83,1492,825,18395,8,0,179,448,113,480,434,86,449,4017,297,1551,0.0,13,264,2,183,187,853,346,0,41,2041,182,X467,307,558,20,10,85,465,7742,353,1.0,20485,946
X519,103,425,927,591,618,165,2598,388,85,9897,65,788,389,50,18228,8,156,30,303,103,326,333,89,168,2642,272,2062,2080.0,130,265,2,53,211,647,263,0,37,807,53,X519,307,550,169,9,265,473,8123,223,1.0,20171,221
X530,155,430,833,707,915,966,1852,389,89,8443,65,534,815,626,18168,8,0,6,255,155,401,221,91,321,4202,350,2681,6.0,19,265,2,51,324,479,1159,0,44,1674,51,X530,307,816,125,351,329,478,5900,378,1.0,20190,240
X537,105,455,738,44,136,165,2597,381,71,9156,65,558,823,50,19716,8,0,2,303,105,336,241,84,1565,1831,318,5290,2080.0,158,264,2,17,341,1632,918,0,16,60,17,X537,307,1007,6,3,2605,453,5836,112,1.0,21649,124
X540,122,573,1014,1927,227,242,565,400,104,10634,65,568,621,80,20566,8,0,39,236,122,503,283,98,261,3671,421,4561,6.0,23,268,286,82,423,1224,250,1,377,1450,81,X540,307,1211,340,13,186,504,8765,103,1.0,22718,359
X560,113,699,755,485,720,165,2597,394,90,11020,65,633,878,50,21254,8,0,253,303,113,414,259,93,711,3283,387,3486,2080.0,131,267,2,26,152,1123,1134,1,15,820,26,X560,307,1594,294,3,282,484,7809,53,1.0,23296,124
X650,145,327,990,998,465,626,2017,396,96,10888,199,591,781,1036,19637,8,116,6,348,145,348,290,95,428,3067,257,2529,6.0,189,267,2,91,124,302,731,0,435,818,91,X650,307,934,109,178,116,492,8777,56,1.0,21622,193
X002,174,1058,8406,44,103,381,1327,412,131,26821,65,980,1888,693,60554,9,0,2603,253,174,2166,2834,105,4138,12489,428,11337,0.0,23,273,2,1738,1246,4003,1720,1,354,7840,1737,X002,307,6124,304,20,1147,543,16710,342,1.0,64407,5199
X004,123,589,3001,1236,463,507,2267,391,90,11334,65,574,618,1255,24385,9,0,689,504,123,405,923,91,532,4248,249,3412,0.0,19,267,2,156,156,530,668,0,836,1585,155,X004,307,932,100,290,425,481,8684,67,1.0,26416,1706
X011,107,235,1996,504,94,405,1826,389,92,9914,65,531,440,1102,18734,9,0,189,319,107,294,912,89,132,2921,271,1970,0.0,186,266,2,24,116,292,608,0,245,1790,23,X011,307,924,124,175,75,481,8082,60,1.0,20654,712
X022,102,219,1632,1044,584,249,1007,390,90,10785,65,518,812,531,18834,9,74,74,227,102,317,818,90,247,2957,286,2351,0.0,178,266,2,31,159,331,2450,0,454,655,31,X022,307,534,160,342,100,479,7054,103,1.0,20775,441
X028,98,90,1756,618,102,239,1068,388,91,9383,65,102,222,596,16038,9,60,605,232,98,404,707,89,72,2001,373,1732,0.0,19,266,2,31,110,294,457,1,489,929,30,X028,307,730,13,7,84,480,7929,184,1.0,18067,676
X035,114,331,1686,545,112,253,873,387,87,8836,65,59,174,480,14724,9,0,398,140,114,279,777,88,119,1578,252,1637,0.0,19,266,2,26,129,358,519,0,264,568,26,X035,307,592,55,6,137,474,7572,93,1.0,16621,536
X042,102,150,2699,355,292,323,1295,392,96,12963,65,539,328,770,21656,9,0,1155,202,102,357,970,91,163,2616,334,1981,0.0,19,267,2,22,230,401,1293,0,417,1200,22,X042,307,789,68,325,110,487,9670,55,1.0,23644,1356
X053,102,238,1771,536,280,418,1038,385,85,8488,65,66,216,446,14697,9,0,322,173,102,376,764,86,38,1809,302,1490,0.0,18,265,2,73,62,172,426,0,234,778,73,X053,307,684,56,4,94,470,7500,61,1.0,16687,634
X055,113,139,2809,808,259,449,1205,387,89,10410,65,516,229,544,19678,9,0,228,213,113,287,888,88,49,2960,270,2181,0.0,18,266,2,17,127,304,958,0,461,1744,17,X055,307,832,45,146,92,477,8495,100,1.0,21586,1548
X058,121,143,4002,837,363,550,1778,391,97,11698,65,589,631,928,25054,9,191,416,300,121,302,946,91,169,5250,283,2204,0.0,285,267,2,19,181,491,659,2,766,2975,17,X058,307,786,44,11,78,488,9477,56,1.0,26988,2684
X063,103,211,1894,586,195,381,1326,388,91,9833,65,157,272,692,17074,9,0,388,253,103,439,638,89,336,2104,313,1813,0.0,18,266,2,126,114,346,620,0,457,856,126,X063,307,742,11,8,132,479,8246,55,1.0,19137,884
X064,101,180,2129,642,224,225,1017,388,93,10147,65,529,225,574,17126,9,0,334,218,101,387,1099,89,104,1932,357,1800,0.0,163,266,2,30,69,238,1222,0,406,827,30,X064,307,599,139,175,147,481,7492,163,1.0,19138,657
X070,96,221,1533,544,131,229,881,387,88,8831,65,518,359,447,14615,9,0,377,205,96,436,706,88,166,1759,344,1514,0.0,116,266,2,91,54,164,677,0,280,715,91,X070,307,642,55,93,71,475,6865,56,1.0,16670,454
X073,104,111,2252,655,23,247,1215,388,89,9238,65,518,487,555,16895,9,0,366,412,104,557,850,88,39,1976,346,2110,0.0,162,266,2,211,158,268,391,0,411,786,211,X073,363,790,85,293,104,477,7617,58,1.0,19073,973
X088,94,333,2208,789,25,205,938,391,93,12395,65,134,486,541,20629,9,0,282,193,94,280,771,90,143,2485,257,2509,0.0,575,268,2,24,309,925,477,0,24,1307,24,X088,468,625,20,69,100,484,10679,84,1.0,22538,903
X109,109,205,1696,428,24,293,1137,386,88,8537,65,77,170,572,14994,9,0,630,272,109,277,737,87,191,1890,258,1624,0.0,29,265,2,19,96,258,476,0,394,1001,19,X109,307,723,49,132,82,474,6972,112,1.0,16890,587
X110,112,154,2302,850,25,282,1097,388,90,10130,65,71,640,618,20501,9,185,751,197,112,337,757,88,102,4786,281,2075,0.0,39,266,2,56,164,494,672,0,741,2877,56,X110,387,653,87,9,70,477,8328,78,1.0,22460,1093
X114,100,315,2030,438,262,221,926,387,90,9623,73,648,352,474,16402,9,0,199,231,100,285,649,88,259,2063,258,1660,0.0,169,266,2,27,213,260,942,0,26,895,27,X114,329,794,88,63,106,478,7090,229,1.0,18309,978
X117,108,201,1818,565,342,417,1804,391,93,11760,65,529,428,963,19605,9,118,314,423,108,295,815,91,23,2496,266,1619,0.0,19,267,2,29,112,310,1070,0,355,939,29,X117,307,635,157,10,99,484,9577,70,1.0,21529,631
X126,107,287,1995,683,223,335,1405,387,89,9296,65,100,635,759,17617,9,111,397,311,107,339,807,88,336,2882,310,1932,0.0,183,266,2,29,107,311,1000,0,434,1085,29,X126,307,831,93,27,80,476,7135,50,1.0,19577,815
X128,102,520,1287,495,243,449,1205,385,80,7278,65,81,775,543,13840,9,0,18,213,102,258,508,86,314,2032,236,1936,0.0,17,265,2,22,195,612,1129,0,24,275,22,X128,307,373,46,268,188,464,5615,56,1.0,15706,406
X132,139,161,2708,468,30,242,1369,391,97,12023,65,529,773,839,24034,9,0,55,288,139,314,800,91,243,5702,282,2094,0.0,19,267,2,32,147,386,818,0,902,3688,32,X132,307,811,70,347,82,488,10191,96,1.0,25981,1535
X145,104,223,2282,424,249,305,1128,388,88,11127,65,625,468,583,19389,9,174,536,240,104,284,413,89,279,2793,254,1955,0.0,106,266,2,29,146,500,1089,0,520,1013,29,X145,307,601,228,334,95,477,8142,121,1.0,21294,1496
X163,106,228,2167,608,106,329,1209,390,94,9927,65,518,431,588,17050,9,0,491,292,106,296,802,90,101,2141,279,1499,0.0,19,267,2,18,196,331,615,1,28,1152,16,X163,307,450,13,6,103,484,8061,108,1.0,18975,992
X170,114,403,1657,44,135,796,2551,385,84,10252,65,150,42,1303,18637,9,0,461,452,114,279,711,86,307,2414,260,1650,0.0,18,265,2,19,452,824,268,0,57,1325,18,X170,307,692,21,5,84,469,8972,52,1.0,20529,573
X199,95,285,1721,715,27,232,1227,388,90,9095,65,83,199,710,15796,9,0,543,285,95,280,637,88,157,1880,263,1778,0.0,177,266,2,17,120,305,648,0,272,975,17,X199,377,446,43,6,306,478,7292,150,1.0,17699,642
X204,103,187,1857,315,247,156,669,384,83,8811,65,222,238,47,15352,9,0,241,466,103,276,864,86,491,2608,259,1305,0.0,18,265,2,17,189,491,814,0,25,1722,17,X204,307,385,14,5,108,467,6973,35,1.0,17240,620
X215,91,221,1509,422,124,729,1480,387,82,8378,65,71,657,514,14956,9,0,163,237,91,256,555,87,66,1708,240,1790,0.0,19,266,2,17,175,531,197,0,20,512,17,X215,307,464,40,285,87,469,7763,57,1.0,16825,582
X218,98,197,2217,620,164,306,1285,385,82,8736,65,537,326,664,16282,9,0,3,315,98,361,1056,86,230,2171,336,1775,0.0,147,265,2,26,97,271,776,0,237,1150,26,X218,307,644,43,153,86,468,6890,110,1.0,18256,788
X219,121,171,1872,867,888,729,1480,391,94,10702,65,564,525,514,20032,9,226,406,237,121,293,597,92,206,4007,268,1851,0.0,260,266,2,25,189,489,400,0,728,1281,25,X219,307,398,163,11,86,485,8643,58,1.0,21955,903
X227,129,911,1061,760,716,315,1264,390,88,10363,65,538,271,692,18111,9,0,4,252,129,388,443,90,140,2806,368,2489,6.0,80,266,2,20,218,85,425,0,38,651,20,X227,307,1213,716,11,420,478,8375,84,1.0,20121,245
X229,156,747,2631,1586,258,440,2459,396,98,17067,65,588,1845,1241,35669,9,0,252,778,156,752,702,93,129,7832,378,5526,0.0,576,269,2,374,320,999,388,1,1479,3182,372,X229,307,1656,87,1114,171,493,14977,69,1.0,38059,1556
X230,98,236,2273,795,207,440,2459,392,96,10777,65,560,276,1242,20154,9,0,15,778,98,277,984,91,103,2327,260,2221,0.0,295,267,2,17,200,472,443,0,30,1377,17,X230,426,819,250,8,127,488,9029,80,1.0,22064,798
X231,123,385,1321,610,315,175,797,385,82,7419,65,89,278,52,13643,9,0,5,565,123,299,539,88,72,1782,282,2201,6.0,204,264,2,17,11,423,151,0,41,752,17,X231,307,1014,45,10,143,467,6713,138,1.0,15554,409
X232,83,541,1511,920,408,362,1337,386,85,8892,65,785,372,724,17106,9,0,135,251,83,274,496,87,841,2861,257,2423,0.0,104,265,2,17,52,479,525,0,338,1149,17,X232,307,713,110,200,111,471,6336,54,1.0,18996,642
X236,131,186,3354,473,319,426,1863,389,91,11688,65,173,363,1023,23508,9,0,460,414,131,308,759,89,198,4885,282,1586,0.0,349,266,2,26,193,562,809,0,36,3788,26,X236,307,458,18,10,83,480,9621,59,1.0,25440,2223
X239,108,621,958,44,232,292,1242,388,87,10847,65,772,784,692,19603,9,0,8,252,108,446,459,89,226,3029,403,3419,6.0,104,265,2,43,622,1506,1002,1,44,726,42,X239,307,1726,194,15,128,475,8421,118,1.0,21668,127
X241,122,356,1209,830,209,324,1475,388,82,8506,65,218,206,143,14690,9,0,3,340,122,375,474,89,158,1666,359,1711,667.0,72,265,2,17,289,392,152,0,186,419,17,X241,307,298,112,7,185,469,7716,73,1.0,16679,363
X250,102,443,1004,1033,602,349,1073,385,80,7140,65,64,1145,519,14889,9,0,6,199,102,988,479,87,197,2819,252,2752,6.0,13,264,2,736,217,645,545,0,35,376,736,X250,307,585,18,293,195,466,6206,89,1.0,17488,152
X252,103,358,912,637,22,324,1475,374,64,6537,65,355,731,143,12571,9,0,3,340,103,389,291,79,233,1690,318,1853,667.0,117,261,2,71,192,651,759,0,31,356,71,X252,307,355,33,7,202,438,4958,78,0.0,14542,249
X260,125,533,1082,586,32,349,1073,384,78,6953,65,54,613,519,13207,9,0,3,199,125,331,489,87,356,1618,314,2356,6.0,18,264,2,17,284,522,392,0,28,127,17,X260,307,769,104,245,235,462,5849,175,1.0,15144,220
X263,110,424,752,915,471,324,1475,387,82,7047,65,73,894,143,14563,9,0,3,340,110,390,252,88,218,3005,357,2174,667.0,110,264,2,32,224,614,518,0,30,962,32,X263,307,504,41,7,134,469,6028,54,1.0,16566,128
X276,105,377,761,813,102,640,2219,392,91,7779,65,65,1147,1230,15679,9,0,3,343,105,312,266,92,193,2156,287,2659,6.0,13,266,2,25,245,994,321,0,33,252,25,X276,307,653,24,8,191,483,7062,97,1.0,17618,123
X297,126,671,1215,1195,100,432,1513,389,87,9689,65,549,860,846,17840,9,0,11,229,126,353,566,90,196,2359,331,2937,6.0,18,265,2,22,297,516,452,2,40,391,20,X297,307,955,103,10,261,476,8268,91,1.0,19812,277
X303,124,228,1087,590,250,362,1337,390,89,8894,65,627,607,724,15803,9,0,186,251,124,281,506,90,269,2259,245,2101,0.0,151,266,2,36,256,698,929,0,30,888,36,X303,307,708,68,8,97,478,6593,69,1.0,17707,209
X313,101,178,1915,761,179,184,954,387,87,10251,65,607,366,540,18197,9,0,457,229,101,295,544,88,226,2528,250,2450,0.0,118,266,2,45,164,507,479,0,619,1020,45,X313,307,880,207,215,87,474,8032,124,1.0,20111,998
X323,109,217,1635,638,669,340,1097,388,86,10351,65,715,385,530,17379,9,179,198,227,109,380,482,88,78,2079,360,2106,0.0,19,266,2,20,149,441,706,0,29,452,20,X323,307,474,90,470,83,474,8449,94,1.0,19377,780
X324,116,377,1336,685,296,456,1208,387,82,7758,65,66,609,517,14667,9,0,133,230,116,399,409,88,378,2336,279,1912,6.0,17,265,2,119,236,413,467,0,425,392,119,X324,307,472,15,220,122,468,6596,83,1.0,16679,555
X325,113,52,1406,642,23,305,1128,385,83,10812,65,520,796,583,17195,9,0,276,240,113,342,408,86,58,1860,316,1877,0.0,102,265,2,26,293,484,400,0,29,665,25,X325,307,546,209,131,73,468,9160,86,1.0,19149,625
X327,140,474,1547,1121,23,282,1097,389,88,8582,65,98,119,618,15697,9,0,378,197,140,266,604,89,322,1587,249,2745,0.0,19,266,2,17,196,601,204,0,35,741,17,X327,307,922,76,8,92,477,7369,113,1.0,17584,570
X328,111,142,2204,1710,917,305,1128,386,84,10968,65,538,661,583,21408,9,0,485,240,111,277,421,87,77,3172,260,3826,0.0,238,265,2,17,397,1069,1822,0,38,1017,17,X328,307,783,307,147,116,470,7414,85,1.0,23300,1411
X329,103,305,1080,464,187,292,1242,388,85,7734,65,581,914,692,14544,9,0,3,252,103,458,450,89,100,2048,365,2338,6.0,71,265,2,93,203,651,337,0,35,403,93,X329,307,808,106,274,142,473,6473,61,1.0,16619,257
X339,139,138,2346,1169,323,184,954,391,93,12421,65,578,526,540,22179,9,112,480,229,139,407,812,91,293,4188,372,2131,0.0,107,267,2,36,137,313,2236,0,257,2696,35,X339,307,417,174,156,76,484,8456,94,1.0,24215,1161
X365,101,640,890,978,41,365,1348,387,84,8057,65,65,92,726,14411,9,0,12,252,101,296,364,88,277,1021,277,2994,6.0,71,266,2,19,215,671,747,0,9,22,19,X365,307,655,153,53,638,471,6672,57,1.0,16323,154
X403,140,395,1058,361,506,431,1512,385,80,9361,65,759,692,846,17289,9,0,5,229,140,407,579,86,135,2642,387,2575,6.0,16,265,2,20,218,574,891,0,556,276,20,X403,307,1431,177,2,208,465,7320,56,1.0,19306,107
X404,151,368,1256,576,98,568,1649,391,91,8622,65,595,910,846,18175,9,0,4,229,151,807,568,92,218,4201,353,2295,6.0,300,265,2,454,491,594,652,0,45,2289,454,X404,307,996,103,11,119,481,6642,107,1.0,20607,316
X412,140,470,1198,1326,740,292,1242,391,90,12351,65,617,969,692,22561,9,0,422,252,140,482,438,91,454,4105,266,3525,6.0,85,266,2,216,218,558,2310,0,679,1029,215,X412,307,1440,25,11,190,481,8264,172,1.0,24668,388
X413,101,272,1170,804,351,500,1450,384,77,7129,65,200,1070,692,15344,9,0,111,252,101,283,447,87,80,2151,238,3344,6.0,122,264,2,45,159,508,898,0,20,279,45,X413,307,1471,265,4,556,461,5358,94,1.0,17233,350
X414,117,552,1073,1393,627,292,1242,389,89,10193,65,761,1044,692,21557,9,215,45,252,117,313,436,90,446,3945,293,4988,6.0,19,265,2,20,193,650,212,0,38,1275,20,X414,307,2754,275,10,182,478,8175,260,1.0,23493,264
X443,99,364,1634,382,69,298,1261,390,95,10008,65,77,245,519,16138,9,0,545,223,99,352,772,90,119,1354,335,1781,222.0,40,267,2,17,268,426,478,1,34,374,16,X443,307,736,40,7,230,485,8591,117,1.0,18119,490
X449,114,113,2292,562,52,455,1199,386,87,9335,65,77,294,515,17366,9,0,476,229,114,356,850,87,177,2252,330,2174,0.0,17,266,2,26,277,669,284,0,29,1486,26,X449,307,854,38,9,80,474,8195,68,1.0,19339,1070
X454,105,473,1695,44,427,536,1279,387,86,8306,65,104,411,514,15158,9,0,482,229,105,286,522,88,245,2133,259,1641,0.0,33,266,2,27,166,587,373,0,36,620,27,X454,307,559,74,269,181,473,6890,101,1.0,17062,801
X457,94,298,2044,655,37,257,1220,388,91,9637,65,73,222,519,17385,9,0,210,223,94,312,728,89,167,2417,288,1973,222.0,56,266,2,24,114,399,244,2,1139,607,22,X457,307,791,27,6,122,479,8698,160,1.0,19321,944
X505,116,331,1151,672,385,328,1606,384,77,7385,65,74,663,777,14435,9,0,4,496,116,375,482,86,247,2049,357,2128,6.0,183,264,2,18,117,315,533,0,28,525,17,X505,307,639,138,346,156,462,6088,116,1.0,16416,297
X517,115,403,1054,662,597,738,1498,390,86,8030,65,515,483,517,14814,9,0,124,237,115,310,385,91,98,2235,294,1882,6.0,20,265,2,16,296,449,755,0,32,423,16,X517,307,438,143,7,326,476,6245,128,1.0,16744,297
X525,116,341,1140,559,221,322,2696,386,83,6805,65,505,762,682,15560,9,0,73,240,116,285,350,89,453,2608,256,2195,1452.0,13,264,2,28,134,355,360,0,111,1038,28,X525,307,983,75,167,132,469,5236,90,1.0,17459,417
X543,136,781,841,1239,1100,431,1512,386,83,7150,65,137,798,846,15691,9,0,15,229,136,310,249,88,358,3452,290,2600,6.0,13,264,2,20,306,678,150,0,39,428,19,X543,307,508,56,9,166,468,6349,70,1.0,17614,220
X003,115,252,2607,952,373,545,2412,388,86,10707,65,73,774,1252,22849,10,0,464,616,115,272,722,88,226,4458,251,2550,0.0,19,266,2,21,195,548,536,0,474,2391,21,X003,307,649,93,302,99,474,9227,68,1.0,24740,1512
X007,107,204,1506,625,73,180,1180,385,85,9377,65,57,221,768,16708,10,176,3,231,107,307,570,86,253,2903,256,1637,0.0,264,265,2,51,149,366,976,0,714,1367,51,X007,307,501,28,7,138,470,7727,66,1.0,18630,563
X008,108,101,1265,571,41,280,949,387,90,9651,65,586,276,532,15985,10,0,8,138,108,320,563,88,140,2541,280,1471,0.0,115,266,2,41,124,191,501,0,412,1587,40,X008,307,588,45,18,103,477,8198,57,1.0,17927,329
X009,112,135,1774,493,196,298,1351,387,89,9226,65,508,229,717,16804,10,115,155,336,112,392,591,88,147,2736,354,1605,0.0,190,265,2,38,94,280,576,0,683,1284,38,X009,307,708,56,8,116,476,7521,72,1.0,18817,810
X015,94,677,2065,343,232,424,1351,386,81,8450,65,504,292,610,16694,10,14,226,316,94,457,923,87,30,3202,251,1533,0.0,19,266,2,206,132,412,366,0,854,1001,206,X015,307,698,71,5,74,468,7156,77,1.0,18763,769
X020,122,188,1647,697,145,295,1207,388,87,8944,65,505,265,528,16701,10,9,550,383,122,277,628,89,223,2905,247,1876,0.0,144,266,2,30,81,222,437,0,488,1729,30,X020,307,665,23,230,61,475,6817,243,1.0,18596,647
