DBN,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation,Name,schoolyear,fl_percent,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,poverty_level,elementary_school,middle_school,high_school
Q031,2,142,224,1347,296,28,406,1501,365,74,34,7605,83,109,109,674,13683,26,0.0,218,421,142,287,525,68,55,1656,275,1434,0.0,6,263,4,11,138,374,102,1,352,804,8,Q031,307,638,14,7,119,438,6991,105,1.0,15747,432,PS 031 BAYSIDE,2011,,59.0,543.0,15.1,7.6,53.8,8.8,18.2,19.0,51.9,48.1,15.0200267023,1,0,0
Q041,2,91,148,1609,317,291,313,1817,361,67,34,7558,83,47,55,1064,15046,26,0.0,6,440,91,306,475,66,43,2489,282,1482,0.0,7,260,4,25,155,441,187,1,465,1374,22,Q041,307,565,20,9,152,428,7181,63,0.0,17119,744,PS 041 CROCHERON,2011,,30.2,503.0,3.4,12.3,42.7,2.4,14.5,39.6,55.1,44.9,4.40587449933,1,0,0
Q046,2,205,263,3127,319,28,448,1712,370,83,34,9307,83,88,218,816,26204,26,0.0,31,449,205,382,526,73,36,9669,310,2183,0.0,256,263,4,71,167,478,122,1,890,8103,69,Q046,307,818,209,348,220,453,8473,89,1.0,28378,2212,PS 046 ALLEY POND,2011,,46.0,470.0,11.1,29.4,62.8,6.8,10.6,18.3,53.4,46.6,9.21228304406,1,0,0
Q067,2,44,185,1371,532,28,462,1546,359,60,34,6483,83,40,178,681,12297,26,96.0,62,403,44,329,420,65,51,1572,261,1282,0.0,126,260,4,68,95,242,247,1,389,600,65,Q067,307,381,20,19,107,419,5874,58,0.0,14384,562,JHS 067 LOUIS PASTEUR,2011,,37.9,918.0,2.5,8.4,58.8,3.3,9.6,28.2,53.1,46.9,6.54205607477,0,1,0
Q074,2,71,135,1391,555,35,299,1294,366,72,34,8072,83,99,308,630,15113,26,58.0,66,364,71,243,513,69,52,2732,189,1554,0.0,136,263,129,54,93,249,305,1,424,1679,51,Q074,307,496,216,136,118,438,6986,82,1.0,17133,489,JHS 074 NATHANIEL HAWTHORNE,2011,,49.8,946.0,7.1,13.6,65.1,4.5,8.0,22.0,50.1,49.9,10.5473965287,0,1,0
Q094,4,102,143,1474,16,28,241,1755,360,67,34,7734,83,44,105,694,13954,26,0.0,1,313,102,352,442,66,181,1622,189,1267,506.0,1,260,4,163,183,516,195,2,53,1110,157,Q094,307,642,17,7,86,426,7200,91,0.0,16072,642,PS 094 DAVID D PORTER,2011,,31.8,430.0,10.0,11.4,47.4,1.9,17.7,33.0,52.6,47.4,4.87316421896,1,0,0
Q098,2,46,322,1727,16,28,608,2475,359,65,34,8276,83,97,126,1311,16908,26,0.0,2,555,46,286,284,65,190,2678,275,1706,0.0,7,260,4,11,264,828,98,1,716,1223,8,Q098,307,730,15,7,125,425,7749,114,0.0,18958,1054,PS 098 THE DOUGLASTON SCHOOL,2011,,10.4,267.0,1.5,9.4,21.0,1.1,13.1,54.3,46.4,53.6,0.934579439252,1,0,0
Q115,2,115,67,2390,285,28,376,1444,364,74,34,8898,83,99,140,679,16731,26,130.0,416,390,115,242,543,68,160,2589,192,1293,0.0,6,262,4,49,128,361,226,1,685,1412,46,Q115,307,561,6,7,79,438,7878,102,1.0,18749,1458,PS 115 GLEN OAKS,2011,,53.2,587.0,8.2,12.9,63.5,6.8,12.4,15.5,51.3,48.7,12.1495327103,1,0,0
Q133,2,170,44,2107,383,28,378,1662,368,80,34,10810,83,118,567,891,19450,26,0.0,677,393,170,384,417,71,83,3094,293,1608,0.0,267,263,4,91,136,467,721,1,365,1954,88,Q133,307,649,21,13,96,448,8847,72,1.0,21621,1300,PS 133 QUEENS,2011,,59.4,472.0,9.1,19.1,57.2,7.4,18.9,16.1,57.6,42.4,15.220293725,1,0,0
Q158,2,43,30,1304,436,28,247,1062,365,70,34,7596,83,85,235,531,12816,26,0.0,60,283,43,248,458,69,525,1525,187,1286,0.0,73,262,4,61,62,197,163,1,398,771,58,Q158,307,444,21,115,94,436,6584,81,1.0,14838,456,JHS 158 MARIE CURIE,2011,,50.4,1087.0,6.4,12.7,58.3,5.4,14.4,21.9,52.3,47.7,10.9479305741,0,1,0
Q159,2,100,47,1734,293,28,219,1438,365,76,34,8281,83,84,154,797,15829,26,0.0,286,421,100,298,447,69,80,2851,286,1427,0.0,7,262,4,12,147,407,103,1,581,1893,9,Q159,307,636,19,10,81,441,7632,65,1.0,17907,897,PS 159,2011,,48.9,546.0,10.3,15.0,44.5,2.2,18.3,35.0,52.4,47.6,10.4138851802,1,0,0
Q162,2,61,175,1452,160,28,450,1376,364,73,34,6797,83,78,90,574,12012,26,0.0,2,352,61,357,548,68,30,1189,274,1138,0.0,221,262,4,84,81,299,93,1,248,567,80,Q162,307,527,8,7,144,438,6240,119,1.0,14145,515,PS 162 JOHN GOLDEN,2011,,54.0,687.0,9.8,7.0,67.5,1.0,8.0,23.0,54.9,45.1,12.4165554072,1,0,0
Q172,2,34,91,1364,529,28,364,1271,366,72,34,7405,83,83,266,599,13091,26,77.0,2,307,34,259,518,70,149,1526,188,1492,0.0,125,263,4,71,105,224,257,1,399,560,68,Q172,307,518,18,8,214,438,6707,59,1.0,15128,457,IRWIN ALTMAN MIDDLE SCHOOL 172,2011,,53.2,1002.0,3.1,13.9,57.6,11.3,15.9,14.8,51.6,48.4,12.1495327103,0,1,0
Q173,3,79,129,1798,200,28,190,1080,365,73,34,7387,83,81,80,552,13012,26,0.0,294,338,79,437,575,68,124,1507,276,1160,0.0,12,263,4,161,86,239,311,1,289,895,157,Q173,307,504,108,9,208,438,6388,66,1.0,15226,834,PS 173 FRESH MEADOWS,2011,,56.8,853.0,11.1,8.7,63.0,2.2,8.8,25.2,50.3,49.7,14.2189586115,1,0,0
Q178,2,81,188,1304,288,28,260,1451,363,67,34,7375,83,105,546,867,14626,26,0.0,203,324,81,431,562,67,135,2981,261,1434,0.0,7,262,4,170,164,399,274,1,437,1618,167,Q178,307,635,18,11,101,430,6555,74,1.0,16825,353,PS 178 HOLLISWOOD,2011,,42.9,505.0,5.5,8.1,21.8,9.5,15.4,53.1,51.3,48.7,8.07743658211,1,1,0
Q186,2,185,353,4059,16,28,324,1740,365,75,34,8860,83,104,497,873,27984,26,0.0,443,544,185,316,649,70,201,11432,304,1707,0.0,6,261,4,12,217,567,659,1,582,9755,9,Q186,307,860,143,21,243,440,7246,54,0.0,30078,3021,PS 186 CASTLEWOOD,2011,,23.2,367.0,1.4,27.0,34.3,10.4,21.0,34.1,53.7,46.3,2.67022696929,1,0,0
Q188,2,58,53,1863,308,31,320,2387,359,65,34,7252,83,47,29,983,14835,26,0.0,247,366,58,286,444,65,119,1861,275,1414,719.0,6,260,4,11,135,364,123,1,110,1502,8,Q188,307,625,23,7,111,424,6626,57,0.0,16884,1030,PS 188 KINGSBURY,2011,,24.7,551.0,4.4,8.7,53.4,3.6,8.9,33.9,54.1,45.9,3.00400534045,1,0,0
Q191,2,93,152,1541,16,28,694,2425,365,73,34,7856,83,74,169,1100,14367,26,0.0,261,631,93,292,558,68,134,1191,281,1261,0.0,6,262,4,11,215,544,422,1,55,572,8,Q191,307,596,15,9,96,438,6785,154,1.0,16436,593,PS 191 MAYFLOWER,2011,,46.4,372.0,13.2,11.6,71.8,4.0,8.3,15.1,54.3,45.7,9.27903871829,1,0,0
Q203,2,100,122,1736,406,37,276,1064,364,72,34,6974,83,71,164,494,13418,26,0.0,173,294,100,219,537,68,84,2274,190,1269,0.0,6,262,4,29,106,276,211,1,449,1396,26,Q203,307,478,16,10,101,436,6276,133,1.0,15412,809,PS 203 OAKLAND GARDENS,2011,,40.9,816.0,8.1,11.9,71.9,2.3,6.5,17.8,47.7,52.3,7.40987983979,1,0,0
Q205,3,73,138,1279,16,28,262,1877,360,67,34,7978,83,93,99,985,15696,26,0.0,176,631,73,240,380,66,127,3017,190,1472,0.0,6,260,4,50,252,656,659,1,1022,1478,47,Q205,307,702,17,6,91,427,6804,91,0.0,17702,510,PS 205 ALEXANDER GRAHAM BELL,2011,,37.1,303.0,4.0,12.2,43.2,5.0,15.2,35.3,54.8,45.2,6.27503337784,1,0,0
Q213,2,239,244,2187,230,28,341,1618,365,74,34,9035,83,76,293,802,17582,26,0.0,572,474,239,621,563,69,58,3009,283,1494,0.0,6,262,4,338,177,418,104,1,487,1779,335,Q213,307,659,77,9,179,439,8046,92,1.0,19981,1235,PS 213 CARL ULMAN,2011,,51.9,473.0,9.1,12.7,66.0,6.6,8.7,17.8,53.3,46.7,11.8157543391,1,0,0
Q216,2,51,50,1277,397,29,422,1236,367,72,34,7059,83,85,217,526,12098,26,0.0,62,287,51,262,546,69,100,1307,210,1169,0.0,105,263,4,52,70,176,401,1,299,643,49,Q216,307,413,19,99,82,439,6179,103,1.0,14138,342,JHS 216 GEORGE J RYAN,2011,,61.4,1226.0,9.5,11.3,66.6,8.2,11.8,13.2,53.8,46.2,18.4245660881,0,1,0
Q221,2,126,80,2266,255,28,210,1376,360,67,34,7675,83,58,373,739,15253,26,0.0,164,428,126,293,498,66,68,2558,281,1252,0.0,200,260,4,12,126,334,100,1,257,1694,9,Q221,307,571,21,9,83,427,6983,77,0.0,17310,1378,PS 221 NORTH HILLS,2011,,34.6,635.0,13.1,11.5,67.2,2.5,8.7,20.9,49.0,51.0,5.47396528705,1,0,0
Q266,2,83,79,2686,246,28,385,1437,362,65,34,8568,83,48,193,710,16609,26,129.0,178,342,83,345,455,67,255,2381,275,1455,0.0,169,261,4,70,113,300,560,1,522,1318,67,Q266,307,661,11,34,214,427,7289,55,0.0,18720,1841,P.S./I.S. 266,2011,,35.9,679.0,2.7,17.7,42.4,11.2,16.9,28.4,54.1,45.9,6.00801068091,1,1,0
Q415,2,32,243,813,446,89,231,742,361,62,34,6521,83,326,324,320,10508,26,0.0,4,190,32,289,207,67,40,1224,152,1176,1.0,85,260,69,137,53,65,75,1,143,372,134,Q415,307,569,22,9,88,423,5809,93,0.0,12558,216,BENJAMIN N. CARDOZO HIGH SCHOOL,2011,,35.5,4063.0,6.5,10.8,45.8,18.5,18.1,17.2,47.8,52.2,5.80774365821,0,0,1
Q430,2,67,198,1084,368,41,253,753,368,72,34,7295,83,369,434,342,11737,26,13.0,72,157,67,223,298,71,225,1451,155,1086,1.0,124,263,72,68,29,57,81,1,132,603,65,Q430,307,566,81,7,89,439,6174,98,1.0,13738,397,FRANCIS LEWIS HIGH SCHOOL,2011,,57.4,4211.0,12.8,10.8,51.6,8.3,24.1,15.8,48.9,51.1,14.3524699599,0,0,1
Q435,2,55,200,865,596,91,265,1079,367,70,34,6850,83,372,363,517,11810,26,30.0,47,296,55,361,160,70,145,1336,270,1625,1.0,71,262,91,91,38,97,93,1,181,433,88,Q435,307,803,66,7,121,437,5866,100,1.0,13947,315,MARTIN VAN BUREN HIGH SCHOOL,2011,,48.3,2542.0,7.9,11.3,22.7,59.2,14.9,2.4,54.0,46.0,9.94659546061,0,0,1
Q495,2,47,247,982,529,44,228,861,367,70,34,5674,83,78,518,432,10543,26,21.0,3,200,47,188,316,70,87,1539,151,1439,1.0,113,263,60,37,31,65,76,1,156,522,35,Q495,307,692,94,5,148,437,5076,86,1.0,12507,276,BAYSIDE HIGH SCHOOL,2011,,61.5,3628.0,7.0,9.2,48.1,12.7,20.3,18.7,48.0,52.0,18.4913217623,0,0,1
Q566,2,31,325,1215,555,28,813,1718,368,72,34,6646,83,82,336,675,13482,26,63.0,9,229,31,309,373,71,126,2163,300,1708,1.0,106,262,49,9,77,184,188,1,134,1199,6,Q566,307,864,60,8,97,439,5936,91,1.0,15569,453,QUEENS HIGH SCHOOL OF TEACHING,2011,,50.9,1230.0,2.3,14.8,23.7,47.1,15.7,12.8,45.1,54.9,11.4152202937,0,0,1
Q042,2,189,182,1937,257,103,315,1411,372,81,34,11234,83,754,220,684,18598,27,0.0,276,413,189,315,591,73,121,2412,193,1414,0.0,300,264,4,122,116,329,844,1,522,1269,119,Q042,307,469,25,246,112,452,8852,58,1.0,20704,957,PS 042 R VERNAM,2011,,81.6,649.0,3.7,19.4,1.7,76.0,19.3,1.4,55.8,44.2,47.4632843792,1,1,0
Q043,2,185,88,1926,565,151,371,1319,372,79,34,9073,83,123,271,686,16396,27,62.0,348,262,185,201,718,72,72,2532,192,1361,0.0,92,265,4,9,50,215,352,1,469,1441,6,Q043,307,304,89,183,93,451,7935,57,1.0,18386,818,PS 043,2011,,90.6,1236.0,10.2,15.3,2.3,63.0,29.9,2.1,51.5,48.5,73.2977303071,1,1,0
Q045,2,158,68,2046,793,484,248,1508,368,79,34,8730,83,103,291,865,17152,27,0.0,490,395,158,279,676,70,84,2614,268,2096,0.0,7,264,4,11,151,434,447,1,531,1089,8,Q045,307,761,42,6,102,447,7458,94,1.0,19217,981,PS 045 CLARENCE WITHERSPOON,2011,,82.7,452.0,5.8,11.1,5.8,81.2,10.8,1.5,55.3,44.7,49.5994659546,1,0,0
Q047,2,161,31,1722,665,25,432,1232,367,73,34,8786,83,84,533,488,19559,27,373.0,458,312,161,262,531,70,58,5045,251,2613,0.0,7,262,4,12,232,870,222,1,693,3159,9,Q047,307,964,20,10,103,440,7879,54,1.0,21600,802,PS 047 CHRIS GALAS,2011,,48.9,246.0,1.2,18.7,2.4,4.9,9.3,82.9,46.7,53.3,10.4138851802,1,1,0
Q051,2,193,106,1242,16,25,405,1072,365,75,34,9647,83,160,19,476,16400,27,0.0,425,192,193,267,553,68,204,2576,257,1669,0.0,6,263,4,10,272,724,906,1,21,2134,7,Q051,307,772,8,4,154,440,7842,92,1.0,18446,300,PS 051,2011,,83.2,278.0,23.4,6.5,49.6,4.0,37.1,8.3,49.6,50.4,50.867823765,1,0,0
Q053,2,173,164,1491,1069,82,645,2386,374,85,34,9731,83,432,458,1049,18814,27,0.0,320,692,173,252,584,75,300,2388,210,2645,0.0,8,264,4,42,127,5,426,1,394,1163,40,Q053,307,726,111,719,126,458,7977,153,1.0,20863,517,I S 053 BRIAN PICCOLO,2011,,88.1,500.0,11.6,26.0,1.2,64.6,32.8,1.4,52.8,47.2,64.3524699599,0,1,0
Q056,2,143,73,2127,409,25,219,1213,370,82,34,8630,83,102,124,726,16215,27,0.0,6,268,143,324,843,72,111,2344,295,1757,0.0,7,264,4,29,171,483,178,1,473,1478,26,Q056,307,757,23,8,101,452,8075,124,1.0,18329,895,PS 056 HARRY EICHLER,2011,,77.3,450.0,16.9,17.1,46.0,7.3,33.8,11.6,53.8,46.2,35.7142857143,1,0,0
Q060,2,167,74,1950,381,25,232,900,368,79,34,7589,83,103,150,471,13243,27,0.0,89,196,167,408,554,70,49,1519,270,1118,0.0,7,264,4,139,65,172,273,1,281,925,136,Q060,307,467,12,6,92,447,6987,63,1.0,15437,1006,PS 060 WOODHAVEN,2011,,80.5,1207.0,15.0,10.9,15.9,7.1,70.3,5.6,51.1,48.9,43.5914552737,1,0,0
Q062,2,116,64,1409,480,139,276,978,367,77,34,7373,83,177,140,495,12453,27,0.0,1,207,116,291,581,69,102,1202,274,1375,0.0,114,264,4,17,92,206,254,1,130,637,14,Q062,307,580,13,15,95,444,6629,78,1.0,14527,438,PS 062 CHESTER PARK,2011,,85.8,996.0,13.5,4.7,64.9,5.9,27.8,1.1,49.4,50.6,58.0774365821,1,0,0
Q063,2,125,55,1923,339,25,308,904,369,80,34,8169,83,114,240,424,13994,27,0.0,219,172,125,309,563,71,251,1883,203,990,0.0,106,264,4,106,64,169,303,1,292,1207,103,Q063,307,383,85,7,92,449,7032,56,1.0,16090,970,PS 063 OLD SOUTH,2011,,79.6,1309.0,13.1,13.4,31.3,7.3,52.7,8.3,52.1,47.9,41.3217623498,1,0,0
Q064,2,161,80,1317,250,164,221,1146,368,79,34,8199,83,109,217,574,13525,27,0.0,1,351,161,330,646,70,174,1648,265,1055,0.0,7,264,4,65,130,268,565,1,281,776,62,Q064,307,442,11,4,91,447,7206,121,1.0,15642,281,PS 064 JOSEPH P. ADDABBO,2011,,86.2,647.0,25.5,7.0,52.2,7.0,38.8,1.9,50.9,49.1,58.8117489987,1,0,0
Q065,2,178,44,2037,323,25,330,2865,370,83,34,9388,83,115,251,681,18578,27,0.0,206,277,178,213,698,72,83,2694,205,1416,1577.0,1,264,4,8,160,380,745,1,619,1595,5,Q065,307,610,15,9,94,453,8116,103,1.0,20583,949,PS 65,2011,,81.3,510.0,8.8,15.3,38.6,9.2,44.3,4.7,53.7,46.3,45.9946595461,1,0,0
Q066,2,153,245,1529,341,111,395,886,370,82,34,8785,83,126,210,351,14713,27,0.0,91,140,153,322,691,72,205,1781,278,1578,0.0,232,264,4,43,178,441,454,1,35,1003,41,Q066,307,647,13,9,140,452,7598,61,1.0,16825,450,PS 066 JACQUELINE KENNEDY ONASSIS,2011,,91.3,488.0,26.8,15.2,14.1,8.0,67.8,9.0,48.8,51.2,75.5006675567,1,0,0
Q090,2,168,75,2152,388,64,329,1096,369,82,34,8731,83,103,155,532,15393,27,0.0,120,234,168,395,621,71,104,2162,278,1083,0.0,7,264,4,117,114,235,329,1,353,1402,114,Q090,307,372,16,8,80,451,7984,64,1.0,17578,1142,PS 090 HORACE MANN,2011,,85.6,876.0,21.6,14.8,28.9,9.4,56.4,4.3,52.2,47.8,57.6769025367,1,0,0
Q096,2,131,193,1613,475,26,647,1323,368,78,34,8683,83,114,419,488,15527,27,0.0,606,188,131,312,606,70,153,1958,265,1820,0.0,6,264,4,47,185,619,190,1,40,1094,45,Q096,307,567,14,5,153,445,7407,189,1.0,17624,618,PS 096,2011,,91.6,340.0,8.8,9.1,37.4,32.9,20.6,3.5,49.4,50.6,76.1682242991,1,0,0
Q097,2,179,52,1588,231,171,442,1300,370,83,34,9440,83,115,62,596,15280,27,0.0,61,261,179,340,569,71,49,1563,276,1210,0.0,7,264,4,64,110,278,680,1,114,1054,61,Q097,307,568,17,7,126,453,8428,80,1.0,17411,630,PS 097 FOREST PARK,2011,,88.6,731.0,19.8,13.5,20.1,4.7,71.7,3.1,53.1,46.9,66.4886515354,1,0,0
Q100,2,125,110,1832,355,25,343,953,371,83,34,8416,83,117,123,426,14358,27,0.0,2,183,125,248,604,72,182,1888,201,1144,0.0,129,264,4,47,83,208,465,1,286,1261,44,Q100,307,484,22,9,88,453,7437,57,1.0,16398,838,PS 100 GLEN MORRIS,2011,,95.3,1004.0,9.1,12.9,62.1,9.2,25.2,3.4,55.7,44.3,87.9839786382,1,0,0
Q104,2,237,55,2162,504,101,472,1530,369,81,34,9173,83,149,187,643,17546,27,0.0,559,416,237,287,686,71,151,3072,267,1372,0.0,6,264,4,21,104,319,186,1,567,2059,18,Q104,307,449,19,7,92,450,7984,114,1.0,19622,1086,PS 104 THE BAYS WATER,2011,,87.3,659.0,7.1,14.1,3.5,67.5,26.6,2.4,51.9,48.1,62.082777036,1,0,0
Q105,2,148,125,1727,394,164,358,1146,370,77,34,10030,83,116,163,500,16346,27,0.0,445,288,148,259,704,71,165,1903,241,1393,0.0,356,265,4,18,94,246,490,1,306,1051,15,Q105,307,406,125,255,92,447,8259,69,1.0,18391,633,PS 105 THE BAY SCHOOL,2011,,92.3,944.0,7.4,12.5,2.4,63.5,32.0,1.7,50.8,49.2,78.7716955941,1,1,0
Q106,2,202,282,2366,438,364,314,1617,372,85,34,9776,83,129,306,940,18565,27,0.0,496,363,202,271,595,73,95,2858,260,1747,0.0,8,265,4,11,225,570,848,1,37,1644,8,Q106,307,593,16,8,137,457,8028,152,1.0,20633,1381,PS 106,2011,,93.9,350.0,6.0,16.9,4.6,73.7,16.9,4.6,54.0,46.0,83.1108144192,1,0,0
Q108,2,143,113,1555,505,25,307,946,367,76,34,7061,83,97,114,450,12053,27,0.0,83,189,143,353,501,69,39,1071,276,1277,0.0,7,263,4,77,125,158,315,1,161,533,74,Q108,307,473,12,6,135,443,6390,114,1.0,14187,665,PS 108 CAPT. VINCENT G. FOWLER,2011,,79.9,1369.0,5.9,7.3,62.7,5.8,28.1,3.4,49.7,50.3,41.7890520694,1,0,0
Q114,2,105,45,1867,209,25,229,1071,361,65,34,8800,83,49,215,562,15236,27,0.0,106,280,105,262,291,67,84,2458,246,935,0.0,170,260,4,15,103,261,325,1,309,1760,12,Q114,307,327,6,9,128,426,7887,169,0.0,17263,1187,PS 114 BELLE HARBOR,2011,,17.6,810.0,1.6,17.2,1.6,2.7,5.7,89.6,53.7,46.3,1.66889185581,1,0,0
Q123,2,146,78,2540,465,151,468,1467,368,80,34,8686,83,106,400,699,16787,27,0.0,433,299,146,212,719,71,122,2459,205,1489,0.0,6,263,4,8,117,304,409,1,558,1155,5,Q123,307,532,13,8,180,448,7538,54,1.0,18785,1432,PS 123,2011,,81.1,703.0,5.0,15.5,14.4,65.6,16.6,3.1,49.1,50.9,45.1935914553,1,0,0
Q124,2,88,240,1633,276,68,345,1114,368,73,34,7644,83,115,206,504,12870,27,0.0,99,265,88,184,614,69,377,1213,176,1179,0.0,7,264,4,8,88,182,384,1,251,360,5,Q124,307,595,60,4,122,440,6534,64,1.0,14833,630,PS 124 OSMOND A CHURCH,2011,,85.2,1216.0,2.5,6.5,42.4,31.7,23.4,2.2,47.4,52.6,56.3417890521,1,1,0
Q137,2,93,146,1626,359,48,313,794,369,75,34,6905,83,104,198,344,11814,27,0.0,9,137,93,261,497,71,176,1277,249,1118,0.0,63,264,4,12,54,113,358,1,117,714,9,Q137,307,314,49,247,85,444,5992,149,1.0,13858,740,MS 137 AMERICA'S SCHL OF HEROES,2011,,88.5,1977.0,7.8,10.9,55.0,7.6,34.1,2.1,53.9,46.1,66.08811749,0,1,0
Q146,2,79,125,2005,477,79,488,1366,368,75,34,9513,83,162,345,630,17329,27,0.0,233,248,79,313,413,71,253,2930,265,1435,0.0,195,262,4,48,105,280,291,1,314,1962,45,Q146,307,511,7,12,155,443,8301,66,1.0,19423,1202,PS 146 HOWARD BEACH,2011,,55.0,723.0,3.3,21.6,2.8,3.6,29.6,62.9,54.6,45.4,13.0173564753,1,1,0
Q155,2,213,108,1599,545,25,285,1473,369,80,34,9700,83,135,224,727,16050,27,0.0,367,461,213,216,594,71,364,1587,198,1478,0.0,258,264,4,18,127,352,237,1,296,807,15,Q155,307,459,43,6,117,449,8237,55,1.0,18053,616,PS 155,2011,,93.5,618.0,7.9,11.2,37.2,35.4,22.2,2.3,52.1,47.9,81.909212283,1,0,0
Q183,2,143,70,1795,513,120,463,1592,372,81,34,8470,83,176,644,687,16377,27,0.0,470,442,143,260,568,73,56,2574,251,1803,0.0,156,264,4,9,137,335,373,1,325,1277,6,Q183,307,484,117,353,119,453,7036,82,1.0,18429,837,PS 183 DR. RICHARD R. GREEN,2011,,93.2,637.0,5.2,17.9,4.1,60.4,29.0,5.0,49.9,50.1,81.308411215,1,1,0
Q197,2,233,140,2651,611,65,276,1543,372,85,34,10223,83,170,254,819,19912,27,103.0,406,447,233,299,917,73,149,3554,265,1708,0.0,7,265,4,34,139,359,670,1,604,2249,31,Q197,307,613,14,9,116,457,8749,55,1.0,22006,1345,PS 197 THE OCEAN SCHOOL,2011,,99.6,540.0,11.7,18.5,3.1,55.0,39.4,1.5,53.7,46.3,99.1989319092,1,0,0
Q202,2,95,97,1237,451,60,331,982,368,75,34,6904,83,97,368,403,12736,27,0.0,112,247,95,291,502,71,62,1653,254,1865,0.0,7,263,4,37,78,186,506,1,340,709,34,Q202,307,349,29,706,173,444,6030,57,1.0,14809,346,JHS 202 ROBERT H GODDARD,2011,,76.5,1109.0,7.7,13.6,34.1,10.1,45.9,9.1,50.3,49.7,34.1121495327,0,1,0
Q207,2,122,35,1305,424,26,269,1091,366,71,34,8850,83,86,406,506,17921,27,0.0,242,316,122,278,391,70,190,5051,260,1502,0.0,160,262,4,18,106,294,569,1,462,4016,15,Q207,307,631,68,9,145,437,7464,68,1.0,19974,525,PS 207 ROCKWOOD PARK,2011,,40.6,799.0,0.6,18.9,2.6,1.4,19.8,73.0,50.6,49.4,7.27636849132,1,1,0
Q210,2,95,93,1342,418,63,207,764,369,76,34,6870,83,108,285,372,12061,27,38.0,54,185,95,296,477,71,87,1789,254,1201,0.0,62,264,4,42,52,112,244,1,193,1065,39,Q210,307,337,52,234,101,445,6204,57,1.0,14142,476,JHS 210 ELIZABETH BLACKWELL,2011,,83.1,2064.0,14.4,13.4,28.3,7.0,60.2,4.4,49.5,50.5,50.6008010681,0,1,0
Q215,2,146,118,2014,482,70,410,1421,371,85,34,8669,83,112,245,615,16058,27,0.0,450,397,146,276,669,73,96,2395,265,1412,0.0,7,264,4,10,112,340,616,1,278,1572,8,Q215,307,488,9,10,92,456,7320,56,1.0,18128,956,PS 215 LUCRETIA MOTT,2011,,95.9,654.0,17.6,18.3,1.1,45.6,51.7,1.5,49.7,50.3,90.7877169559,1,0,0
Q223,2,176,269,2167,465,26,531,1981,369,79,34,9661,83,173,230,939,17850,27,0.0,462,512,176,316,865,70,301,2374,198,1491,0.0,6,264,4,118,115,298,378,1,499,1235,115,Q223,307,574,18,6,148,448,8172,147,1.0,19953,913,PS 223 LYNDON B JOHNSON,2011,,87.1,708.0,3.8,11.4,9.7,72.7,14.1,1.0,50.6,49.4,61.7489986649,1,0,0
Q225,2,397,100,2043,1580,929,390,1755,384,100,35,16867,83,620,954,862,38235,27,759.0,1,504,397,776,1291,79,1100,11949,251,5224,0.0,1287,270,4,525,716,1726,894,1,3392,5099,522,Q225,307,1715,42,7,196,485,12822,97,1.0,40834,362,PS 225 SEASIDE,2011,,93.1,99.0,8.1,15.2,1.0,40.4,47.5,10.1,52.5,47.5,80.5073431242,1,1,0
Q226,2,120,115,1240,473,25,486,1409,370,77,34,8480,83,378,304,665,14002,27,63.0,167,258,120,276,535,72,83,1662,261,1091,0.0,89,264,4,15,60,141,339,1,155,939,12,Q226,307,383,85,9,86,447,7254,80,1.0,16063,315,JHS 226 VIRGIL I GRISSOM,2011,,73.2,1459.0,4.9,18.6,31.9,40.9,24.7,1.0,51.8,48.2,28.7716955941,0,1,0
Q232,2,84,74,1643,324,25,321,958,366,72,34,8794,83,121,199,392,14618,27,0.0,216,245,84,275,545,69,426,2062,253,1076,0.0,124,262,4,22,65,211,553,1,367,1332,19,Q232,307,420,5,7,113,438,7183,161,1.0,16669,709,PS 232 LINDENWOOD,2011,,57.9,1010.0,4.7,13.5,13.3,8.3,37.7,40.1,52.0,48.0,14.4859813084,1,1,0
